precision@5,recall@5,f1@5,precision@10,recall@10,f1@10,precision@15,recall@15,f1@15,layer
0.43960000000000005,0.2755903062982246,0.31814894552914286,0.3789087301587301,0.4387679645490488,0.3837443173706295,0.33456873681873683,0.5331033873119247,0.3911916280232668,9
